name,tipo,latitude,longitude,cep
Kitute,bakery,-28.6595957,-56.0077557,Sem CEP
Felu,hairdresser,-28.6602657,-56.0082357,Sem CEP
Sicoob,bank,-20.1432020,-44.8993431,Sem CEP
Sicoob,bank,-20.1432751,-44.8985911,Sem CEP
Caixa Econômica Federal,bank,-20.1447181,-44.8982299,Sem CEP
Sicoob,bank,-20.1277126,-44.8837972,Sem CEP
Casa lotérica,lottery,-12.9783075,-38.4311034,Sem CEP
Paneville Padaria Gourmet,bakery,-13.0018557,-38.4626756,41830-480
Panificadora Riachão,deli,-12.9911295,-38.4928634,Sem CEP
Petway,pet,-22.9036635,-43.1105197,24220-045
Niterói Ink Tattoo,tattoo,-22.9063740,-43.1071299,Sem CEP
Gostosura de Minas,convenience,-22.8189870,-46.2989623,Sem CEP
Sem nome,tyres,-22.8191088,-46.2989313,Sem CEP
Mini Mercado Félix,supermarket,-25.5487596,-54.5806022,Sem CEP
Sem nome,copyshop,-5.7649919,-35.2545870,Sem CEP
Banco do Nordeste,bank,-5.7615136,-35.2501780,Sem CEP
Sem nome,newsagent,-5.7571910,-35.2432265,Sem CEP
Sem nome,butcher,-7.1357948,-34.9138473,Sem CEP
Sem nome,hardware,-7.1358429,-34.9136969,Sem CEP
Sem nome,bakery,-7.1420778,-34.9106577,Sem CEP
Sem nome,hardware,-7.1425486,-34.9107633,Sem CEP
Sem nome,hardware,-7.1427739,-34.9107020,Sem CEP
Sem nome,bakery,-7.1363622,-34.9144694,Sem CEP
Sem nome,supermarket,-7.1361182,-34.9144820,Sem CEP
Sem nome,butcher,-7.1360322,-34.9145554,Sem CEP
Sem nome,butcher,-7.1359290,-34.9143315,Sem CEP
Sem nome,kiosk,-7.1360065,-34.9143251,Sem CEP
Sem nome,toys,-7.1360680,-34.9143049,Sem CEP
Sem nome,clothes,-7.1361164,-34.9142872,Sem CEP
Sem nome,farm,-7.1361630,-34.9142147,Sem CEP
Sem nome,convenience,-7.1357672,-34.9141749,Sem CEP
Sem nome,motorcycle_repair,-7.1357603,-34.9139987,Sem CEP
Sem nome,hairdresser,-7.1358025,-34.9148577,Sem CEP
Sem nome,convenience,-7.1337287,-34.9150586,Sem CEP
Ponto Certo Troca de Óleo,car_repair,-5.0757112,-42.8207793,64002-200
Cão e Cia Banho e Tosa,pet,-14.0696143,-42.4929634,Sem CEP
Maquiagem & Acessórios Aki,beauty,-8.4909039,-36.0620843,Sem CEP
Garcia Supermercados,supermarket,-19.4728022,-42.5107684,Sem CEP
Santa Mônica Materiais de Construção,hardware,-25.7668806,-48.5127491,Sem CEP
Oficina Mecânica Maclaren,car_repair,-25.7652312,-48.5111797,Sem CEP
Serve Bem,supermarket,-14.4961286,-46.1112622,Sem CEP
Panificadora Mambaí,bakery,-14.4927513,-46.1126465,Sem CEP
Supermercado Brunatto,supermarket,-14.4926662,-46.1118958,73970-009
Rede Vivo,supermarket,-28.6621584,-56.0077494,Sem CEP
Banco do Brasil,bank,-13.3792572,-42.5230647,Sem CEP
Mascotes,pet,-5.7529258,-35.2366431,Sem CEP
Copiadora Popular - Solução em Xerox,copyshop,-22.4291129,-45.4464466,Sem CEP
Rufus Bike,bicycle,-22.2193500,-45.9196314,Sem CEP
Cresça e Apareça Fitness,clothes,-22.2300935,-45.9341218,Sem CEP
Yu Shop,energy,-22.2303957,-45.9344538,Sem CEP
Miele,electronics,-22.2302277,-45.9342369,Sem CEP
Padaria Arca da Aliança,bakery,-12.9746689,-38.4647593,Sem CEP
Banco do Brasil,bank,-23.0255819,-45.5555002,Sem CEP
Padaria Baronesa,bakery,-23.0445349,-45.5649523,Sem CEP
Yolanda Orlandi Art House,tattoo,-27.6281382,-48.6788336,88137-210
Sem nome,variety_store,-18.9113796,-48.2393580,Sem CEP
Shipping Uberaba,department_store,-19.7671429,-47.9514048,Sem CEP
Conceito Auto Shopping,car,-3.7614405,-38.4936609,60810-786
Banco do Brasil,bank,-5.7612062,-35.2526514,Sem CEP
Loterias Caixa,lottery,-5.7612562,-35.2522468,Sem CEP
Par Perfeito Calçados,yes,-5.2702737,-38.2733298,Sem CEP
G&G Delícias,confectionery,-5.2010627,-38.1239357,Sem CEP
Sem nome,butcher,-12.9686475,-38.4950503,Sem CEP
Manah,bakery,-5.8945652,-35.2044332,Sem CEP
Dlg Modas,clothes,-5.1989374,-38.1239357,Sem CEP
Lidiana Lingerie,clothes,-5.1986876,-38.1223106,Sem CEP
L N Decorações e Personalizados,yes,-5.1985626,-38.1231880,Sem CEP
Golfran,trade,-29.1757879,-51.1450949,Sem CEP
Multi Viganó,supermarket,-29.1705757,-51.1513599,Sem CEP
Casa & Video,general,-22.9987988,-43.3607839,Sem CEP
Leader,department_store,-22.9990189,-43.3607832,Sem CEP
TIM,mobile_phone,-22.9984193,-43.3602541,Sem CEP
Zara,clothes,-22.9975222,-43.3603485,Sem CEP
Riachuelo,clothes,-22.9984522,-43.3576761,Sem CEP
Centauro,sports,-22.9979467,-43.3559862,Sem CEP
Carmel,clothes,-22.9976266,-43.3598590,Sem CEP
Mundo Verde,spices,-22.9980713,-43.3601177,Sem CEP
18 Kilates,jewelry,-22.9977340,-43.3614305,Sem CEP
Kopenhagen,chocolate,-23.0040854,-43.3185006,Sem CEP
Blueman,clothes,-23.0041752,-43.3179072,Sem CEP
Armadillo,clothes,-23.0041312,-43.3180824,Sem CEP
Lojas Americanas,department_store,-22.9475138,-43.1832396,Sem CEP
Tok&Stok,furniture,-22.9539886,-43.1773512,Sem CEP
Isabella Alonso Estética e Beleza,beauty,-23.5419848,-46.5483282,03403-000
Antena 1 Eletrônicos,electronics,-22.4257724,-45.4587810,Sem CEP
Multi Veículos,car,-22.4284927,-45.4552053,Sem CEP
Le Crocant,bakery,-18.8971889,-48.2638878,Sem CEP
Blu Prime Comunicação Visual,copyshop,-26.8662099,-49.1191375,Sem CEP
A Alta Pressão,repair;hardware,-15.8038908,-47.9566118,Sem CEP
Distribuidora Toro,alcohol,-15.7353019,-48.2824342,Sem CEP
Polar Tintas,hardware,-15.7453485,-48.2655462,Sem CEP
Barbearia Neves,hairdresser,-15.7329480,-48.2910998,Sem CEP
Center Motos - Peças Acessórios e Serviços,motorcycle,-15.7452425,-48.2656369,Sem CEP
Recplan - Comercial de Pneus,tyres,-15.7452045,-48.2656815,Sem CEP
A&R Acessorios,electronics,-5.1974373,-38.1236877,Sem CEP
Bongiorno Noroeste,bakery,-15.7445004,-47.9145535,70688-170
Bolos do Fávio,pastry,-15.7431808,-47.9102269,70686-610
Nema,bakery,-22.9378613,-43.1902918,Sem CEP
Tinturaria Marcia,laundry,-22.9363753,-43.1899164,22240-004
Livraria Entretexto,books,-22.9361758,-43.1897498,22240-004
Hatano Presentes,gift,-22.9361206,-43.1897019,22240-004
Samurai,hairdresser,-22.9357755,-43.1894024,22240-004
Aman Téc Elétrica,electronics,-22.9364354,-43.1897986,22240-004
Teka Cabelereiros,hairdresser,-22.9355858,-43.1891543,22240-004
Italínea,furniture,-22.9376344,-43.1905134,Sem CEP
Bazar Nobel,hardware,-22.9377488,-43.1905655,Sem CEP
Da Horta,supermarket,-22.9376882,-43.1905398,Sem CEP
Casas Pedro,yes,-22.9383571,-43.1920970,Sem CEP
Itaú,bank,-22.9326060,-43.1772926,Sem CEP
DLUZ Iluminação,Loja_de_Iluminação,-7.2179372,-35.8751357,58402-013
Caixa Econômica Federal,bank,-22.9571749,-43.1758328,Sem CEP
Banco Santander,bank,-22.9571813,-43.1759223,Sem CEP
Polishop,electronics,-22.9569360,-43.1764200,Sem CEP
Kopenhagen,chocolate,-22.9540645,-43.1774952,Sem CEP
Dufry Duty Free,department_store,-22.8147154,-43.2448028,Sem CEP
Banco Safra,bank,-22.8147754,-43.2449416,Sem CEP
Dufry Duty Free,department_store,-22.8154069,-43.2459424,Sem CEP
Dufry,department_store,-22.8151374,-43.2466933,Sem CEP
Dufry Duty Free,department_store,-22.8145692,-43.2471989,Sem CEP
All Glow Makeup,cosmetics,-22.8401097,-43.3005003,Sem CEP
Banco do Brasil,bank,-19.8762712,-43.9316203,Sem CEP
Espaço LD,beauty,-5.1970625,-38.1228142,Sem CEP
Atacadão,supermarket,-12.7863885,-38.3929467,Sem CEP
Cleudo'barber,hairdresser,-5.1963124,-38.1219368,Sem CEP
Jardi Variedades,houseware,-5.1941876,-38.1190643,Sem CEP
Moça Chic Presentes,clothes,-5.1934376,-38.1189384,Sem CEP
Valéria Variedades,clothes,-5.1935625,-38.1198120,Sem CEP
Posição Radar 1,variety_store,-31.0579711,-54.3311635,Sem CEP
Mercearia,supermarket,-19.5351688,-42.6066180,Sem CEP
pedras Brasil,jewelry,-25.5349228,-54.5857085,Sem CEP
Mercado Vanin,supermarket,-28.9741972,-51.0676009,Sem CEP
PARAGÁS,gas,-2.4228834,-48.2421710,Sem CEP
Correauto,car,-22.3812053,-48.3953896,Sem CEP
Cacau Show,chocolate,-5.8783349,-35.2090099,Sem CEP
Lavanderia self-service,laundry,-5.8781255,-35.2098217,Sem CEP
Bocaditos,pastry,-5.8778379,-35.1778628,Sem CEP
Smart Marajó,supermarket,-18.0337038,-41.6808138,39830000
Casa obs,variety_store,-4.6538360,-38.9441413,Sem CEP
Oficina Lucena,car_repair,-7.0230579,-37.2794019,Sem CEP
Dis Cap Car Service,car_repair,-23.7012064,-46.5773441,Sem CEP
Pink Lash Carrão,beauty,-23.5418677,-46.5486221,03403-000
Sicoob,bank,-23.6897135,-46.5219077,Sem CEP
Rodrigues,car_repair,-7.0231550,-37.2792114,Sem CEP
Efigênio Torneiro,car_repair,-7.0231219,-37.2792409,Sem CEP
Nilson Auto Service,car_repair,-7.0230888,-37.2792704,Sem CEP
RC Auto Mecânica,car_repair,-7.0230557,-37.2792999,Sem CEP
Paulo Portas e Acessórios,car_repair,-7.0230225,-37.2793294,Sem CEP
Espaço Mary Magalhães,hairdresser,-21.7666465,-52.1124136,Sem CEP
Luks Barbearia,hairdresser,-16.6601756,-49.3010804,Sem CEP
Ms modas,clothes,-5.1908126,-38.1259384,Sem CEP
Piticas,clothes,-27.0698848,-52.6253490,Sem CEP
Techfun,mobile_phone,-27.0699242,-52.6258146,Sem CEP
Havaianas,shoes,-27.0700337,-52.6256440,Sem CEP
Plug,electronics,-27.0703887,-52.6261586,Sem CEP
Maybelline,beauty,-27.0704329,-52.6263678,Sem CEP
Empório Essenza,cosmetics,-27.0700655,-52.6262820,Sem CEP
Fini Balas,confectionery,-27.0701802,-52.6264394,Sem CEP
Bibi Calçados,shoes,-27.0702336,-52.6264991,Sem CEP
Dimpol Lifestyle,optician,-27.0704433,-52.6265650,Sem CEP
Nutty Up,confectionery,-27.0703983,-52.6270658,Sem CEP
Presentchê,gift,-27.0703994,-52.6269817,Sem CEP
Estrela Bijouterias,variety_store,-23.7014156,-46.5516202,Sem CEP
Remax Cell Acessórios,mobile_phone,-23.7014888,-46.5518357,Sem CEP
Mix Utilidades,variety_store,-23.7012481,-46.5518490,Sem CEP
Rainha das Cortinas,curtain,-23.7011106,-46.5518759,Sem CEP
Rosa dos Ventos,travel_agency,-3.7268520,-38.4962985,60125-160
Lucy Modas,clothes,-21.9023313,-47.6232343,Sem CEP
Stop Surf,clothes,-21.9023675,-47.6232350,Sem CEP
Construmax,hardware,-6.6412829,-51.9815029,Sem CEP
Loja Barão,clothes,-23.0495086,-47.8360652,18500-000
Petillo's,clothes,-23.0506650,-47.8363707,18500-000
Barbearia das Nações,hairdresser,-23.0511792,-47.8370753,18500-000
Marilu,clothes,-23.0512365,-47.8371533,18500-000
Pureza Doce,confectionery,-5.1788125,-38.1204376,Sem CEP
REV Bike Shop,bicycle,-22.9675676,-46.9997120,13271-000
dIKI sOM,car_repair,-23.4893084,-46.6656317,02543-000
Andarai Gas,gas,-23.6722139,-46.5446109,09050-000
Espaço Lanny Crispim,beauty,-1.4522211,-45.7240025,65280000
Kia Motors Power Imports,car,-26.2928407,-48.8780544,Sem CEP
Joinville Piscinas,swimming_pool,-26.2947346,-48.8747650,89216-201
Sem nome,second_hand,-26.3097090,-48.8522267,89202-138
Mercearia e Bar Leopoldina,supermarket,-23.3363153,-46.4625673,Sem CEP
Casas Bahia,department_store,-22.7604724,-43.4490363,Sem CEP
Casa Fina Utilidades,houseware,-22.7604303,-43.4491543,Sem CEP
Sem nome,newsagent,-12.9848344,-38.4619743,Sem CEP
Sítio Véi Chico,florist,-14.6086321,-39.2936497,456800-000
Pavimenti,flooring,-12.9853666,-38.4573675,Sem CEP
Básica Home,interior_decoration,-12.9852299,-38.4573598,Sem CEP
Via Sono,bed,-12.9850951,-38.4573526,Sem CEP
Criare,furniture,-12.9849740,-38.4573553,Sem CEP
Casulo Tecidos,fabric,-12.9847669,-38.4573898,Sem CEP
Portte,hardware,-12.9848706,-38.4573740,Sem CEP
Maison 263,interior_decoration,-12.9847725,-38.4576730,Sem CEP
Todeschini,furniture,-12.9848903,-38.4576474,Sem CEP
Coletanea Casa,furniture,-12.9846465,-38.4574269,Sem CEP
Baú+,interior_decoration,-12.9841758,-38.4576077,Sem CEP
Bizâncio,interior_decoration,-12.9843245,-38.4575433,Sem CEP
Light Center,lighting,-12.9839672,-38.4578036,Sem CEP
Pro Home,bed,-12.9840918,-38.4580408,Sem CEP
Essence in home,interior_decoration,-12.9837650,-38.4579367,Sem CEP
Líder,furniture,-12.9836543,-38.4580570,Sem CEP
AB Revestimentos,flooring,-12.9845387,-38.4574485,Sem CEP
Bagdá,interior_decoration,-12.9828980,-38.4588190,Sem CEP
Kachepot,interior_decoration,-12.9827689,-38.4588250,Sem CEP
Espaço Conceito,mall,-12.9824091,-38.4588029,Sem CEP
Disal Livraria,books,-12.9831495,-38.4587775,Sem CEP
Empório Magma,interior_decoration,-12.9833582,-38.4586511,Sem CEP
Natuzzi Italia,furniture,-12.9838298,-38.4582735,Sem CEP
Vallvé,bathroom_furnishing,-12.9858966,-38.4576605,Sem CEP
Tríadee,interior_decoration,-12.9857551,-38.4576636,Sem CEP
Têxtil,fabric,-12.9856403,-38.4576276,Sem CEP
Pele & Forma,beauty,-26.9042577,-49.0947005,Sem CEP
Ateliê Nanofor,clothes,-26.9031574,-49.0981418,Sem CEP
Sr N,hairdresser,-26.8931145,-49.0983289,Sem CEP
Floricultura Kuky,florist,-26.9071997,-49.1292943,Sem CEP
Altman Haus,bakery,-26.9104226,-49.1193273,Sem CEP
SOS Mármore e Granito,yes,-5.1602561,-38.1035644,Sem CEP
Kananda - Moda Íntima,clothes,-5.1588218,-38.1047885,Sem CEP
JB Supermercados,supermarket,-20.0386890,-48.9364462,Sem CEP
Mercadinho Real,supermarket,-0.7556046,-48.5175053,Sem CEP
Look e Feet - Calçados e Acessórios,shoes,-15.7353551,-48.2861489,Sem CEP
Eletrônica BG,radiotechnics,-29.1871680,-51.5003549,Sem CEP
Esquina das Frutas,greengrocer,-0.7567881,-48.5179254,Sem CEP
Varejo e Atacadão,supermarket,-0.7579583,-48.5183508,Sem CEP
Stylocar Oficina Mecânica,car_repair,-5.1587999,-38.1036956,Sem CEP
Supermercado Armazém,supermarket,-0.7546346,-48.5172663,Sem CEP
Casa do Peixe,seafood,-0.7589466,-48.5186353,Sem CEP
Águia Mercado,convenience,-13.0014777,-38.5139209,Sem CEP
Mercado Central,convenience,-13.0005861,-38.5137063,Sem CEP
Mega Pão Padaria e Lanchonete,bakery,-13.0015516,-38.5138465,Sem CEP
Valíria Livraria & Sebo,books,-30.3369801,-54.3187720,Sem CEP
Terra Fértil Limoeiro,agrarian,-5.1581874,-38.1041870,Sem CEP
Tatiana Paiva Boutique,clothes,-5.1587088,-38.1023726,Sem CEP
Leyde Bolos Decorados,confectionery,-5.1577477,-38.1018966,Sem CEP
SENTIDOS LINGERIE,clothes,-3.7613415,-40.8184990,Sem CEP
Lojas Cem,variety_store,-23.2946948,-50.0753899,86430000
Mercadinho Calabar,convenience,-13.0015054,-38.5164366,Sem CEP
Mercadinho da Ranulfo,convenience,-13.0026031,-38.5161031,Sem CEP
Bomboniere Central,convenience,-13.0013173,-38.5139282,Sem CEP
Mercearia Avenida,convenience,-14.0537805,-42.4880385,46400-000
Encontro d'Ajuda,confectionery,-16.4890139,-39.0751511,Sem CEP
Sem nome,tyres,-23.4894982,-46.6079744,02242-001
Serginho Material Para Construção,hardware,-23.7133524,-47.4000889,Sem CEP
Dias Motos E Peças,motorcycle_repair,-5.1556873,-38.1020622,Sem CEP
Innova Construções e Reformas,hardware,-5.1554375,-38.1023140,Sem CEP
Ceilton,supermarket,-5.1559377,-38.1023140,Sem CEP
Eudson Veiculos,car,-5.1556873,-38.1033134,Sem CEP
Nacional Gás,gas,-5.1556873,-38.1030617,Sem CEP
"Fabio Viana, Cabelo e Maquiagem",beauty,-5.7836607,-35.2009063,Sem CEP
Taijo Cosmetics,cosmetics,-23.6308392,-46.7293258,Sem CEP
Boutiq,hairdresser_supply,-23.6307331,-46.7296135,Sem CEP
Men's Vanity,hairdresser,-23.6294752,-46.7317567,Sem CEP
Lavanderia Portal Panamby,dry_cleaning,-23.6294319,-46.7317790,Sem CEP
Pipa et Mila,clothes,-23.6294067,-46.7318057,Sem CEP
Vanity hair,hairdresser,-23.6293260,-46.7318478,Sem CEP
PUSCO,clothes,-23.6283416,-46.7324141,Sem CEP
Padaria Confeitaria emporio,bakery,-23.6279463,-46.7326357,Sem CEP
Sem nome,florist,-20.5066068,-41.3334454,Sem CEP
Leny Silva Estética Personalizada,beauty,-7.1446119,-34.8912906,58085-000
Rocha Pneus,yes,-5.1546874,-38.1026878,Sem CEP
Oficina Mansur,car_repair,-31.7626379,-52.3333243,Sem CEP
Pinho Floricultura,florist,-31.7622616,-52.3355376,Sem CEP
Papelaria Oriente,stationery,-31.7622627,-52.3364033,Sem CEP
Pérola Negra Bebidas e Conveniências,alcohol,-31.7622388,-52.3364797,Sem CEP
SulCampo,agrarian,-31.7623899,-52.3359972,Sem CEP
Criativa Sleep Confort,bed,-31.7615601,-52.3367566,Sem CEP
Ferragem Rezende,hardware,-31.7616702,-52.3364060,Sem CEP
Jardim de Alá,florist,-31.7616944,-52.3370973,Sem CEP
Sem nome,convenience,-31.7620519,-52.3371959,Sem CEP
Arte & Luz,interior_decoration,-31.7614379,-52.3390370,Sem CEP
Deia's House,interior_decoration,-31.7613869,-52.3391998,Sem CEP
Maria Moello,florist,-31.7609085,-52.3395836,Sem CEP
Papelaria Luisa,stationery,-31.7606769,-52.3395696,Sem CEP
João das Rosas,florist,-31.7611109,-52.3400813,Sem CEP
Multi Tintas Cor,paint,-31.7611918,-52.3398230,Sem CEP
Sem nome,florist,-31.7607564,-52.3400719,Sem CEP
Sem nome,florist,-31.7605873,-52.3406102,Sem CEP
Flora Urbana Floricultura,florist,-31.7603670,-52.3413061,Sem CEP
SCA,furniture,-31.7601436,-52.3412676,Sem CEP
FT Lan House,copyshop,-31.7607336,-52.3412859,Sem CEP
Virgínia Flores da Cascata,florist,-31.7601822,-52.3418888,Sem CEP
Michel Loterias,lottery,-31.7605305,-52.3419346,Sem CEP
Sem nome,alcohol,-31.7599800,-52.3417887,Sem CEP
Agência de Viagens e Turismo CB,travel_agency,-31.7604018,-52.3423455,Sem CEP
Sem nome,antiques,-31.7603687,-52.3424511,Sem CEP
Berola,confectionery,-31.7596685,-52.3427807,Sem CEP
Da Bento Alimentos,convenience,-31.7600752,-52.3433882,Sem CEP
Sakos & Sakolas,packaging,-31.7595817,-52.3430571,Sem CEP
Pampa Loterias,lottery,-31.7595549,-52.3431426,Sem CEP
Só Fiat,car_parts,-31.7592866,-52.3439969,Sem CEP
Chevro Peças,car_parts,-31.7592633,-52.3440710,Sem CEP
Albuquerque Veículos,car,-31.7588860,-52.3452727,Sem CEP
Sem nome,second_hand,-31.7598093,-52.3442372,Sem CEP
Pioneiro AutoPeças,car_parts,-31.7594281,-52.3454544,Sem CEP
RefriMáquinas,trade,-31.7594074,-52.3455204,Sem CEP
Comercial de Rolamentos Pelotas,car_parts,-31.7593654,-52.3456546,Sem CEP
EPA - Supermercado - Horto,supermarket,-19.9121131,-43.9223257,31015-015
Santander,bank,-26.2627246,-48.8722782,Sem CEP
Dinamik@,copyshop,-5.8513732,-35.2076232,Sem CEP
Espaço Empório da Beleza,beauty,-5.8162108,-35.2033488,Sem CEP
Sem nome,hairdresser,-5.8169278,-35.2014817,Sem CEP
Chapelatto,coffee,-5.8680615,-35.1831535,Sem CEP
PKF,fishing,-15.7649644,-47.8864545,Sem CEP
Kuka Maluca,clothes,-15.8515513,-48.9568746,Sem CEP
Raices,hairdresser,-15.7647976,-47.8860209,Sem CEP
Rita Regis,clothes,-15.7682778,-47.8868293,Sem CEP
Vanessa Maciel,beauty,-15.7647676,-47.8859323,Sem CEP
Afroitinerante,variety_store,-15.7683591,-47.8867778,Sem CEP
Estação dos Cosméticos,beauty,-15.7686787,-47.8867102,Sem CEP
Cabelos Lindos! É claro,hairdresser,-15.7648266,-47.8860811,Sem CEP
Made in Piry,variety_store,-15.8514753,-48.9567181,Sem CEP
Caixa Econômica Federal,bank,-15.8553658,-48.9553192,Sem CEP
Sapataria Diudiu,shoe_repair,-15.7683139,-47.8868249,Sem CEP
Impacto Moto Bike,bicycle,-1.3575721,-48.4013499,Sem CEP
Mercearia e Padaria Pag & Leve,convenience,-19.4735672,-42.5024094,Sem CEP
Oberderfer,trade,-27.0899659,-52.6161619,Sem CEP
Sem nome,vacant,-27.0888880,-52.6177286,Sem CEP
AMS Group,trade,-27.0895101,-52.6166612,Sem CEP
OL7,copyshop,-27.0892867,-52.6166270,Sem CEP
Rações Esperança,pet,-5.1534376,-38.1010628,Sem CEP
Sicredi,bank,-5.1534376,-38.1020622,Sem CEP
M&G,repair,-23.7805598,-46.5322497,Sem CEP
Fini,confectionery,-28.4744738,-48.9951962,Sem CEP
Fini,confectionery,-28.6857810,-49.3332996,Sem CEP
Fini,confectionery,-31.7613082,-52.3186631,Sem CEP
Fini,confectionery,-9.9860177,-67.8481325,Sem CEP
Fini,confectionery,-3.1041791,-60.0121074,Sem CEP
Fini,confectionery,-3.0942433,-60.0228505,Sem CEP
Supermercado Tebar,supermarket,-21.9810200,-51.6541265,Sem CEP
Supermercado Ulian,supermarket,-21.9771927,-51.6540027,Sem CEP
Supermercado JP,supermarket,-21.9810004,-51.6576821,Sem CEP
Supermercado Lisboa,supermarket,-21.9708733,-51.6540713,Sem CEP
Barber shop,hairdresser,-14.2802339,-38.9938661,Sem CEP
Wash Lavanderia,dry_cleaning,-23.4938107,-46.6101122,02033-020
Caixa Econômica Federal,bank,-14.2786939,-38.9947968,45530-000
Conveniência Mãe e Filhos,convenience,-5.6545638,-35.4583291,Sem CEP
Esquina do continente,art,-5.9466721,-35.1647757,Sem CEP
Maniquí Vest,clothes,-5.8784237,-35.2088771,Sem CEP
Óticas Tom,optician,-5.8784431,-35.2088273,Sem CEP
Stomp,clothes,-5.8784785,-35.2087694,Sem CEP
Sem nome,yes,-22.9383371,-43.1922845,Sem CEP
Quintoau Tintas,hardware,-22.9373103,-43.1904448,Sem CEP
Loja da Vivo,mobile_phone,-26.8953925,-49.2343690,Sem CEP
Óculus Store,optician,-5.1541877,-38.1011887,Sem CEP
Sem nome,yes,-22.9346041,-43.1880619,Sem CEP
Manimho  Som,yes,-5.1543126,-38.1014366,Sem CEP
iGUi Piscinas - Vale das Águas,swimming_pool,-5.1536875,-38.1000633,Sem CEP
Checkmat Sports Nutrition,nutrition_supplements,-5.8586424,-35.2081519,Sem CEP
Conveniência Neópolis,convenience,-5.8586167,-35.2082538,Sem CEP
Magazine Luiza,variety_store,-21.6980807,-45.2562374,37410-129
Sem nome,newsagent,-22.9385714,-43.1915364,Sem CEP
Sem nome,newsagent,-22.9385661,-43.1923929,Sem CEP
Sem nome,newsagent,-22.9384464,-43.1944107,Sem CEP
IBRA ITV Inspeção Veicular,yes,-8.0853386,-34.9069150,Sem CEP
Dutra 107,mall,-23.0173257,-45.5257769,12090-000
Amigão Supermercados,supermarket,-22.9799076,-49.8628358,19912-120
Atagli,supermarket,-5.1527294,-38.0995267,Sem CEP
Bar da sede,beverages,-23.5211604,-47.4775207,Sem CEP
Antigo bar da raimunda,beverages,-23.5180694,-47.4778612,Sem CEP
Sem nome,bakery,-12.2288164,-60.6859673,Sem CEP
Don Diego Barbearia,hairdresser,-5.8797141,-35.2510882,59149-356
Clinica Elaine Araújo,beauty,-19.9035444,-44.0799673,32042-080
MR Informática,computer,-26.8924024,-49.2434387,Sem CEP
Érica Corte Studio de Beleza,beauty,-24.0040604,-53.1478141,87470-000
Eletrônica Zetas,electronics,-26.8845943,-49.2459799,Sem CEP
Agafarma,chemist,-29.9283651,-51.1512905,92030-000
Motta Veículos,car,-29.9285707,-51.1507792,92030-000
Funerária Bom Jesus,funeral_directors,-29.9284684,-51.1503339,92027-025
Sami’s Petshop & Hotel,pet,-29.9289008,-51.1508596,92027-025
Empório Minuano,supermarket,-29.1555321,-51.1644854,Sem CEP
Livraria e Distribuidora Chico Xavier,books,-29.9282708,-51.1497559,92027-033
Kia,car,-2.5071071,-44.2833697,Sem CEP
CAP Móveis & Eletro,furniture,-24.0053405,-53.1479993,87470-000
Ninar Baby,baby_goods,-24.0054198,-53.1480052,87470-000
Construlin,hardware,-24.0049717,-53.1479452,87470-000
Estilo,hairdresser,-24.0050478,-53.1479467,87470-000
Cutelaria Nobre,weapons,-22.7120667,-45.5581212,Sem CEP
Recanto Hortifruti,greengrocer,-22.7120356,-45.5581155,Sem CEP
Elisa Decoração,interior_decoration,-22.7119937,-45.5581077,Sem CEP
Red Angus Stake,butcher,-22.7119530,-45.5581002,Sem CEP
O Boticário,perfumery,-9.7411957,-41.8825595,47350-000
Hylik,car_parts,-26.8806512,-48.6453567,Sem CEP
La Vita Spa,beauty,-12.9859893,-38.4569573,Sem CEP
Espaço Hair House,hairdresser,-12.9882964,-38.4552665,Sem CEP
Cesar Beauty Studio,beauty,-12.9859363,-38.4569580,Sem CEP
Casa de Carnes Pinheiro,butcher,-24.0048658,-53.1475495,87470-000
Salão Visual,beauty,-24.0049117,-53.1475522,87470-000
Rica Flora,garden_centre,-24.0060455,-53.1480438,87470-000
A Boutique,clothes,-24.0056057,-53.1480002,87470-000
Santina Calçados & Confecções,shoes,-24.0069828,-53.1481298,87470-000
Marisa,clothes,-22.9719204,-43.1877122,Sem CEP
Itaú,bank,-22.9717089,-43.1875643,22050-002
Bradesco,bank,-22.9716924,-43.1872201,22050-002
Monte Carlo,jewelry,-22.9714935,-43.1873795,22050-001
Americanas,general,-22.9712644,-43.1875956,Sem CEP
Dona Maria do Bolo,confectionery,-23.6999880,-46.5806944,Sem CEP
Comunicare Aparelhos Auditivos,hearing_aids,-31.7603743,-52.3345739,Sem CEP
Life Sleep Confort,bed,-31.7602530,-52.3343562,Sem CEP
Sua Casa,bakery,-31.7600593,-52.3357198,Sem CEP
Chopp Brahma Express,alcohol,-31.7599558,-52.3360453,Sem CEP
Genovese,alcohol,-31.7589289,-52.3392729,Sem CEP
Centro de Impermeabilização,trade,-31.7579940,-52.3422113,Sem CEP
Vulcanizadora Real,car_repair,-31.7580146,-52.3421465,Sem CEP
ArtCar,car_repair,-31.7575662,-52.3435557,Sem CEP
Senior Distribuidora,yes,-31.7576750,-52.3432139,Sem CEP
Agrícola Mendes,agrarian,-31.7574433,-52.3439421,Sem CEP
JS Motos e Carros,car,-31.7571402,-52.3448948,Sem CEP
Bar do Celso,beverages,-23.2483908,-51.1886693,Sem CEP
Padaria Souza,bakery,-23.2550384,-51.1903116,Sem CEP
Slomp Comércio de Materiais de Construção,hardware,-29.2089606,-51.2866201,Sem CEP
Sem nome,water_sports,-6.0168794,-35.1097093,Sem CEP
